Daniel Vávra,"Daniel Vávra (born 2 September 1975) is a Czech video game writer, director, designer and co-founder of Warhorse Studios. He is best known as the lead writer of the video games Mafia (2002), Mafia II (2010) and Kingdom Come: Deliverance (2018)."
Sean Ellis,"Sean Ellis (born 1970) is a British film director, writer, producer and fashion photographer. He is best known for his films Cashback (2004), The Broken (2008), Metro Manila (2013), in the Tagalog language, and Anthropoid (2016)."
Robert Bierman,Robert Bierman is an English film and television director.  He began his career directing commercials and short films before making the transition to directing feature films and television dramas.
Saul Dibb,Saul Dibb (born 18 August 1968) is an English director and screenwriter. His father is the documentary maker Mike Dibb.
David A. Prior,"David A. Prior (October 5, 1955 – August 16, 2015) was an American director, screenwriter, producer and co-founder of the Action International Pictures (AIP). Prior started his career with the horror film Sledgehammer (1983), and the action film Killzone (1985), both of them with his brother Ted in lead roles. Shortly after he went into a partnership with veteran producer David Winters, and started directing film many of them with his brother as the star, some of these cult classics includes Deadly Prey, Aerobicide, and Mankillers."
Jorge Alí Triana,"Jorge Ali Triana Varon (born April 4, 1942 in Bogotá, Colombia) is a Colombian theatre director and film director.  He studied theater and film in Czechoslovakia and in Berlin. It is one of the founders of the Popular Theater of Bogota in 1967, starting as theatre director, directing more than 50 works. With the TPB he won several awards that have established him as one of the most important directors in the country. He has also participated in various theater festivals and has directed TV specials, as well as some series of ""Revivamos nuestra historia"" (""Relive Our History.""). He directed over 30 TV series episodes and several short TV films."
Fumihiko Sori,"Fumihiko Sori (曽利 文彦) is a Japanese film director and film producer.  He received a nomination for the 'Best Director' prize at the Japanese Academy Awards for his directing debut, Ping Pong."
Boro Draskovic,"Boro Drašković (Serbian Cyrillic: Боро Драшковић; born 29 May 1935) is a Serbian director, playwright and screenwriter."
Daniel de la Vega,"Daniel  de  la  Vega (30 June 1892 –  29 July 1971) was a Chilean journalist, poet, playwright, chronicler, and novelist."
Arthur Marks,"Arthur Ronald Marks (August 2, 1927 – November 13, 2019) was an American film and television director, writer, producer and distributor best known for his work in the blaxploitation genre, directing films such as Bonnie's Kids, Detroit 9000, Friday Foster, Bucktown, The Monkey Hu$tle and J. D.'s Revenge. He also directed and produced numerous episodes of the American legal drama Perry Mason, as well as episodes of Starsky & Hutch, Mannix, I Spy, My Friend Tony ,The Dukes of Hazzard"", Steve Canyon , and Young Daniel Boone."
Morten Lindberg,"Morten Mabunda Lindberg (23 September 1965 – 26 March 2019), also known as ""Master Fatman"", was a Danish media personality and creative, including comedian, taxi driver, performer, disc jockey, host, musician, singer, film maker, actor, and benefactor. In 2010, Lindberg married Herminia Mabunda from Mozambique and adopted her surname. He had five children."
Stephen Quay,"Stephen and Timothy Quay (/ˈkweɪ/ KWAY; born June 17, 1947) are American identical twin brothers and stop-motion animators who are better known as the Brothers Quay or Quay Brothers. They were also the recipients of the 1998 Drama Desk Award for Outstanding Set Design for their work on the play The Chairs."
Ron Clements,"Ronald Francis Clements (born April 25, 1953) is an American animator, screenwriter, film director, and film producer. He often collaborates with fellow director John Musker."
Herschell Gordon Lewis,"Herschell Gordon Lewis (June 15, 1926[a] – September 26, 2016) was an American filmmaker, best known for creating the ""splatter"" subgenre of horror films. He is often called the ""Godfather of Gore"" (a title also given to Lucio Fulci), though his film career included works in a range of exploitation film genres including juvenile delinquent films, nudie-cuties, two children's films and at least one rural comedy. On Lewis' career, AllMovie wrote, ""With his better-known gore films, Herschell Gordon Lewis was a pioneer, going farther than anyone else dared, probing the depths of disgust and discomfort onscreen with more bad taste and imagination than anyone of his era."""
Nelson Lyon,"Nelson Lyon (February 28, 1939 – July 17, 2012) was an American writer, actor, photographer and film director, known for his directorial debut The Telephone Book (1971). He started working in advertising and later as a writer for Saturday Night Live during the early 1980s.  He attended Columbia University. In the 1960s was an active member of the counterculture movement and was friendly with several key figures like Andy Warhol and William Burroughs."
Thom Eberhardt,"Thomas Everett ""Thom"" Eberhardt (born March 7, 1947 in Los Angeles, California) is an American film director, producer and screenwriter. Eberhardt has won two awards and two nominations. He is most noted for his work on Captain Ron, Honey, I Blew Up the Kid, and the cult classic Night of the Comet."
Richard Donner,"Richard Donner (born Richard Donald Schwartzberg, April 24, 1930) is an American director and producer of film and television and occasional comic-book writer. After directing the horror film The Omen (1976), Donner became famous for directing the first modern superhero film, Superman (1978), starring Christopher Reeve."
John Hubley,"John Hubley (May 21, 1914 – February 21, 1977) was an American animation director, art director, producer and writer of traditional animation films known for both his formal experimentation and for his emotional realism which stemmed from his tendency to cast his own children as voice actors in his films."
Asif Kapadia,"Asif Kapadia (born 1972) is a British filmmaker. His early award-winning films include The Sheep Thief (1997), winner of the 2nd Prize Cinéfondation for Short Film at the Cannes Film Festival, and The Warrior (2001), winning the BAFTA Award for Best British Film 2003."
Tony Spiridakis,"Tony Spiridakis (born 1959 in Queens, New York) is an American film director, writer, actor, producer and playwright best known for such films as Queens Logic, Tinseltown, The Last Word, If Lucy Fell and Ash Tuesday."
Jud Taylor,"Judson Taylor (February 25, 1932 – August 6, 2008) was an American actor, television director, and television producer."
Roland Joffé,"Roland Joffé (born 17 November 1945) is a British director and producer of film and television, known for the Academy Award-winning films The Killing Fields and The Mission. He began his career in television, his early credits including episodes of Coronation Street and an adaptation of The Stars Look Down for Granada. He gained a reputation for hard-hitting political stories with the series Bill Brand and factual dramas for Play for Today."
Michael Burnett,"Michael Wayne Burnett (born April 12, 1974) is a former American mixed martial artist who was a member of the fight team the Lion's Den. Burnett lost a controversial decision to Pat Miletich in a UFC title fight for the UFC Welterweight Championship at UFC Ultimate Brazil crowning Miletich the first-ever holder of the UFC Welterweight belt."
Andrew Fleming,"Andrew Fleming is an American screenwriter, film director, television producer, television director, film producer, actor, and television writer. He directed and wrote or co-wrote the films Bad Dreams, Threesome, The Craft, Dick, Nancy Drew, Hamlet 2, Barefoot, and Ideal Home, and directed The In-Laws. He has also directed episodes of the television series Arrested Development and Grosse Pointe, among others."
Jim Kammerud,"Jim Kammerud (born July 23, 1960) is an American director, writer, producer and animator, best known for his work with the Walt Disney Company."
Eugène Lourié,"Eugène Lourié (8 April 1903 – 26 May 1991) was a French film director, art director, production designer, set designer and screenwriter who was known for his collaborations with Jean Renoir and for his 1950s science fiction movies. Allmovie contributor Sandra Brennan has written that he was ""among the best art directors in French cinema."" He was nominated for an Academy Award in 1969 for Best Visual Effects on the film Krakatoa, East of Java."
Lorraine Senna,Lorraine Senna (sometimes credited as Lorraine Senna Ferrara) is an American film and television director.
Ib Melchior,"Ib Jørgen Melchior (September 17, 1917 – March 14, 2015) was a Danish-American novelist, short-story writer, film producer, film director, and screenwriter of low-budget American science fiction movies, most of them released by American International Pictures."
Narciso Ibáñez Serrador,"Narciso Ibáñez Serrador (also known as Chicho Ibáñez Serrador or Luis Peñafiel; July 4, 1935 – June 7, 2019) was a Spanish film, television and theater director, actor and screenwriter."
Marvin J. Chomsky,"Marvin J. Chomsky (born May 23, 1929) is an American television and film director. He has also worked as a producer."
Ken Russell,"Henry Kenneth Alfred Russell (3 July 1927 – 27 November 2011) was a British film director, known for his pioneering work in television and film and for his flamboyant and controversial style.  His films in the main were liberal adaptations of existing texts, or biographies, notably of composers of the Romantic era. Russell began directing for the BBC, where he made creative adaptations of composers' lives which were unusual for the time. He also directed many feature films independently and for studios."
Udayan Prasad,"Udayan Prasad (born Sevagram, 4 February 1953) is an Indian-born British television and film director. He is best known for his films Brothers in Trouble (1995) and My Son the Fanatic (1997), the latter based on a short story by Hanif Kureshi."
Michael Schroeder,"Michael Schroeder is an American computer scientist. His areas of research include computer security, distributed systems and operating systems and he is perhaps best known as the co-inventor of the Needham–Schroeder protocol. In 2001 he co-founded the Microsoft Research Silicon Valley lab and was the Assistant Managing Director until the lab was disbanded in 2014."
Paul Bogart,"Paul Bogart (Bogoff) (November 13, 1919 – April 15, 2012) was an American television director and producer. Bogart directed episodes of the television series 'Way Out in 1961, Coronet Blue in 1967, Get Smart, The Dumplings in 1976, All In The Family from 1976 to 1979, and four episodes of the first season of The Golden Girls in 1985. Among his films are Oh, God! You Devil, Torch Song Trilogy,  Halls of Anger, Marlowe, Skin Game (both starring James Garner), and Class of '44. He won five Primetime Emmy Awards during his long career, from sixteen nominations. In 1991, he was awarded the French Festival Internationelle Programmes Audiovisuelle at the Cannes Film Festival."
Dick Richards,"Dick Richards is an American film director, producer, and screenwriter. Known as a storyteller and an “actor’s director”, Richards  worked with Robert Mitchum, Gene Hackman, Martin Sheen, Blythe Danner, Catherine Deneuve, Alan Arkin and many others."
George Hickenlooper,"George Loening Hickenlooper III (May 25, 1963 – October 29, 2010) was an American narrative and documentary filmmaker."
Vidhu Vinod Chopra,"Vidhu Vinod Chopra (born 5  September 1952) is an Indian film director, screenwriter and producer. His better known films include Parinda, 1942: A Love Story , Munna Bhai film series (Munna Bhai M.B.B.S. and Lage Raho Munna Bhai), 3 Idiots, PK, Sanju and Ek Ladki Ko Dekha Toh Aisa Laga. He is the founder of Vinod Chopra Films and Vinod Chopra Productions."
Cirio H. Santiago,"Cirio H. Santiago (January 18, 1936 – September 26, 2008) was a prolific Filipino film producer, director, writer and cinematographer. He also uses the screen names: Cirio Santiago and Leonard Hermes."
Hugo Fregonese,"Hugo Geronimo Fregonese (April 8, 1908 in Mendoza – January 11, 1987 in Tigre) was an Argentine film director and screenwriter who worked both in Hollywood and his home country."
Pål Sletaune,"Pål Sletaune (born 4 March 1960) is a Norwegian film director and photographer. His films include Junk Mail, Naboer and The Monitor."
John R. Cherry III,"John R. Cherry III is an American film director and screenwriter, most notable for creating the character of Ernest P. Worrell."
Keoni Waxman,Keoni Waxman (born 1968) is an American film director best known for his work with Steven Seagal.
Brett Ratner,"Brett Ratner (born March 28, 1969) is an American director and producer. He directed the Rush Hour film series, The Family Man, Red Dragon, X-Men: The Last Stand, and Tower Heist. He was also a producer of several films, including the Horrible Bosses series, The Revenant and War Dogs."
Ram Gopal Varma,"Penmetsa Ram Gopal Varma (born 7 April 1962), often referred by his initials RGV, is an Indian film director, screenwriter and producer, known for his work in Telugu and Hindi films alongside television. Varma directed films across multiple genres, including parallel cinema and docudrama noted for their gritty realism, technical finesse, and craft. Regarded as one of the pioneers of new age Indian cinema,[10][11][12][13] Varma received the National Film Award for scripting the political crime drama, Shool (1999).[14] In 2004, he was featured in the BBC World series Bollywood Bosses.[15][16] In 2006, Grady Hendrix of Film Comment, published by the Film Society of Lincoln Center cited Varma as ""Bombay’s Most Successful Maverick"" for his works on experimental films.[17][18][11][12][13]"
Alan Rudolph,"Alan Steven Rudolph (born December 18, 1943) is an American film director and screenwriter."
Ron Oliver,"Ron Oliver is a Canadian-born writer, director, producer, and actor who started with the cult hit Hello Mary Lou: Prom Night II.  He was also a host on Canada's YTV.  He has gone on to direct various television and motion picture scripts.  He has been nominated twice for the Directors Guild of America Award. Oliver directed a few episodes of both Are You Afraid of the Dark? and Goosebumps."
Yurek Bogayevicz,"Yurek Bogajevicz (born Jerzy Bogajewicz in Poznań, 1948) is a Polish film director, screenwriter, actor and producer. He directed, among others, Anna (1987), Three of Hearts (1993) and Exit in Red (1996)."
Bethany Ashton Wolf,Bethany Ashton Wolf is an American film director and screenwriter.
Tom DiCillo,"Thomas A. ""Tom"" DiCillo (born August 14, 1953) is an American film director, screenwriter and cinematographer."
Katsuhito Ishii,"Katsuhito Ishii (石井 克人, Ishii Katsuhito, born 31 December 1966) is a Japanese film director."
Peter H. Hunt,"Peter Huls Hunt (December 19, 1938 – April 26, 2020) was an American theatre, film, and television director and theatrical lighting designer."
Richard Glatzer,"Richard Glatzer (January 28, 1952 – March 10, 2015) was an American writer and director."
Joe Wright,"Joseph Wright (born 25 August 1972) is an English film director. His motion pictures include the literary adaptations Pride & Prejudice (2005) and Anna Karenina (2012), the romantic war drama Atonement (2007), the action thriller Hanna (2011), Peter Pan origin story Pan (2015), and Darkest Hour (2017), a political drama following Winston Churchill during World War II."
Andrew L. Stone,"Andrew L. Stone (July 16, 1902 – June 9, 1999) was an American screenwriter, film director and producer. He was nominated for an Academy Award for Best Original Screenplay for the film Julie in 1957 and received a star on the Hollywood Walk of Fame in 1960."
Clare Kilner,Clare Kilner is an English film director. She is best known for directing the films How to Deal (2003) and The Wedding Date (2005).
Stanley Donen,"Stanley Donen (/ˈdɒnən/ DON-ən; April 13, 1924 – February 21, 2019) was an American film director and choreographer whose most celebrated works are On the Town (1949) and Singin' in the Rain (1952), both of which starred Gene Kelly who co-directed. His other films include Royal Wedding (1951), Seven Brides for Seven Brothers (1954), Funny Face (1957), Indiscreet (1958), and Charade (1963). He began his career in the chorus line on Broadway for director George Abbott, where he befriended Kelly. From 1943, he was in Hollywood and worked as a choreographer before beginning to collaborate with Kelly. After On the Town, Donen worked as a contract director for MGM under producer Arthur Freed producing critically well-received box-office hits. Donen and Kelly co-directed the musical Singin' in the Rain, released in April 1952, which has appeared on lists of the best films ever made. Donen's relationship with Kelly deteriorated during their final collaboration, It's Always Fair Weather (1955). He then broke his contract with MGM to become an independent producer in 1957. He continued making films throughout the 1950s, 1960s and 1970s, often financial successes that gained positive attention. His film output became less frequent in the early 1980s and he briefly returned to the stage as a director in the 1990s and again in 2002."
Edward F. Cline,"Edward Francis Cline (""Eddie"") (November 4, 1891 – May 22, 1961) was an American screenwriter, actor, writer and director best known for his work with comedians W. C. Fields and Buster Keaton.  He was born in Kenosha, Wisconsin and died in Hollywood, California."
Gary Weis,Gary Weis is an American film and television director.  He was a creator of short films for Saturday Night Live along with Albert Brooks and Tom Schiller.  Weis also directed the documentary 80 Blocks from Tiffany's.
Pete Walker,"Peter Brian Walker (born April 8, 1969) is an American former professional baseball relief pitcher and current coach. He is currently the pitching coach for the Toronto Blue Jays of Major League Baseball (MLB)."
Jean Rollin,"Jean Michel Rollin Roth Le Gentil (3 November 1938 – 15 December 2010) was a French film director, actor, and novelist best known for his work in the fantastique genre."
Rod Daniel,"Rollin Augustus ""Rod"" Daniel III (August 4, 1942 – April 16, 2016) was an American television and film director, active from the late 1970s to the early 2000s. His films include the 1985 Michael J. Fox comedy film Teen Wolf, which was a considerable box office success."
Godfrey Reggio,"Godfrey Reggio (born March 29, 1940) is an American director of experimental documentary films."
Jason Wiles,"Jason Austin Wiles (born April 25, 1970) is an American actor known for his role in the TV series Third Watch."
Ewald André Dupont,"Ewald André Dupont (25 December 1891 – 12 December 1956) was a German film director, one of the pioneers of the German film industry. He was often credited as E. A. Dupont."
Sheldon Lettich,"Sheldon Lettich (/ˈlɛtɪtʃ/ LET-itch; born January 14, 1951) is an American screenwriter, film director and producer. He is best known for his collaborations with Jean-Claude Van Damme and his work in the action film genre."
Joel Silberg,"Joel Silberg, also written Yoel Silberg, (1927 – 2013) was a movie director and screenwriter in Israel and the United States. His films in Israel include so-called Bourekas films. He then directed films in the U.S. during the 1980s, including Breakin' and Lambada. Both have been described as exploitation films. In 2008 he received the Lifetime Achievement Award from the Israel Film Academy."
N. Chandra,"Chandrashekhar Narvekar (born 4 April 1952) is an Indian producer, writer and director, known for gritty realism, in his early dark and loud films. His most successful commercial films are Ankush, Pratighaat, Tezaab and Narsimha. Chandra also made moderately successful but critically scorned Style and its sequel Xcuse Me."
Shunichi Nagasaki,"Shunichi Nagasaki (長崎俊一, Nagasaki Shun'ichi, 18 June 1956) is a Japanese film director and screenwriter."
Ron Lagomarsino,"Ron Lagomarsino is an American film, theatre and television director."
Amando de Ossorio,"Amando de Ossorio (6 April 1918 – 13 January 2001) was one of the foremost Spanish horror film directors during the European horror film surge in the 1970s, known especially for his ""Blind Dead"" tetralogy."
Boaz Yakin,"Boaz Yakin (Hebrew: בועז יכין‎, born June 20, 1966) is an Israeli-American screenwriter, film director, and producer based in New York City. He has written screenplays to films like The Rookie, Fresh, A Price Above Rubies, Prince of Persia: The Sands of Time, and Now You See Me, and has directed the 2000 sports drama Remember the Titans and the 2012 Jason Statham action film Safe. As a producer he has collaborated frequently with filmmaker Eli Roth and served as executive producer for the first two entries in the Hostel franchise."
Liz Garbus,"Elizabeth Freya Garbus (born April 11, 1970) is an American documentary film director and producer. Notable documentaries Garbus has made are The Farm: Angola, USA, Ghosts of Abu Ghraib, Bobby Fischer Against the World, Love, Marilyn, and What Happened, Miss Simone?"
Nic Balthazar,"Nic Balthazar (born 24 July 1964 in Ghent) is a Belgian film director and a TV/radio personality (presenter, reporter, producer)."
Juan López Moctezuma,"Juan López Moctezuma (May 19, 1932 – August 2, 1995) was a Mexican film director and actor. He was born in Mexico City in 1929. During his career he directed five films, all in the genres of supernatural horror and suspense: The Mansion of Madness (1973), Mary, Mary, Bloody Mary (1975), To Kill a Stranger (1984), El Alimento del Miedo (1994), and his most recognized and controversial work, Alucarda (1977), which tells the story of a satanic possession in a Catholic convent."
Nicholas Ray,"Nicholas Ray (born Raymond Nicholas Kienzle Jr., August 7, 1911 – June 16, 1979) was an American film director best known for the movie Rebel Without a Cause."
R. Balki,"R. Balakrishnan, popularly known as R. Balki, is an Indian filmmaker, screenwriter and former Group Chairman of the advertising agency Lowe Lintas (India). He is best known for directing Cheeni Kum (2007), Paa (2009) and Pad Man (2018)."
F. Gary Gray,"Felix Gary Gray (born July 17, 1969) is an American film director, film producer, music video director, and actor."
Bernie Bonvoisin,"Bernard Bonvoisin (French pronunciation: ​[bɛʁnaʁ bɔ̃vwazɛ̃]), known as Bernie Bonvoisin (French pronunciation: ​[bɛʁni bɔ̃vwazɛ̃], born 9 July 1956 in Nanterre, Hauts-de-Seine), is a French hard rock singer and film director. He is best known for having been the singer of Trust."
Ishirô Honda,"Ishirō Honda (本多猪四郎, Honda Ishirō, 7 May 1911 – 28 February 1993), sometimes miscredited in foreign releases as ""Inoshiro Honda"", was a Japanese film director and screenwriter. He is best known for his kaiju and tokusatsu films, including co-creating the Godzilla franchise and directing several entries, but also worked extensively in the documentary and war genres earlier in his career. Honda was also a lifelong friend and collaborator of Akira Kurosawa, and worked with Kurosawa extensively during the 1980s and 1990s."
William Fruet,"William Fruet (born January 1, 1933) is a Canadian film and television director, playwright and screenwriter. He made his directorial debut with the drama Wedding in White (1972), based on a play he had also written. The film won Best Picture at the Canadian Film Awards in 1973."
Hugh Hudson,"Hugh Hudson (born 25 August 1936) is an English film director. He was among a generation of British directors who would begin their career making documentaries and television commercials before going on to have success in films. Hudson directed the 1981 Academy Award and BAFTA Award Best Picture Chariots of Fire, a film ranked 19th in the British Film Institute's list of Top 100 British films."
Joseph Barbera,"Joseph Roland Barbera (/bɑːrˈbɛərə, ˈbɑːrbərə/ bar-BAIR-ə, BAR-bər-ə, Italian: [barˈbɛːra]; March 24, 1911 – December 18, 2006) was an American animator, director, producer, storyboard artist, and cartoon artist, whose film and television cartoon characters entertained millions of fans worldwide for much of the 20th century."
Zack Snyder,"Zachary Edward Snyder (born March 1, 1966) is an American filmmaker. He made his feature film debut in 2004 with a remake of the 1978 horror film Dawn of the Dead. Since then, he has directed or produced a number of comic book and superhero films, including 300 (2006) and Watchmen (2009), as well as the Superman film that started the DC Extended Universe, Man of Steel (2013) and its follow-ups, Batman v Superman: Dawn of Justice (2016) and Justice League (2017)."
Enzo Barboni,"Enzo Barboni (July 7, 1922 –  March 23, 2002), sometimes credited by his pseudonym E.B. Clucher, was an Italian film director, cinematographer and screenwriter, best known for his slapstick comedies starring Terence Hill and Bud Spencer."
Edmund Goulding,"Edmund Goulding (20 March 1891 – 24 December 1959) was a British screenwriter and director. As an actor early in his career he was one of the 'Ghosts' in the 1922 silent film Three Live Ghosts alongside Norman Kerry and Cyril Chadwick. Also in the early 1920s he wrote several screenplays for star Mae Murray for films directed by her then husband Robert Z. Leonard. Goulding is best remembered for directing cultured dramas such as Love (1927), Grand Hotel (1932) with Greta Garbo and Joan Crawford, Dark Victory (1939) with Bette Davis, and The Razor's Edge (1946) with Gene Tierney and Tyrone Power. He also directed the classic film noir Nightmare Alley (1947) with Tyrone Power and Joan Blondell, and the action drama The Dawn Patrol.  He was also a successful songwriter, composer, and producer."
Kyle Cooper,"Kyle Cooper (Born July 13, 1962) is an American designer known for his work creating title sequences for motion pictures. He has produced and directed over 350 visual effects sequences and main title sequences across a broad array of film and various broadcast mediums."
Yograj Bhat,"Yogaraj Bhat is an Indian Kannada film director, lyricist, producer and screenwriter. He is most known for the 2006 film Mungaru Male. The film recorded the highest box-office collections in the history of Kannada cinema at the time of its release and currently holds the record for the longest running film at a multiplex. He is considered as a cult filmmaker in the industry who brought a new wave of freshness to cinemas through his films, dialogues and songs. Bhat is given the credit of introducing some of the very talented technicians and artists to the film industry."
Roger L. Simon,"Roger Lichtenberg Simon (born November 22, 1943) is an American novelist and Academy Award-nominated screenwriter. He was formerly  CEO of PJ Media (formerly known as Pajamas Media) and is now its CEO Emeritus. He is the author of eleven novels, including the Moses Wine detective series, seven produced screenplays and two non-fiction books. He has served as president of the West Coast branch of PEN, and as a member of the Board of Directors of the Writers Guild of America; he was also on the faculty of the American Film Institute and the Sundance Institute.  His many journalistic articles have appeared in The New York Times, The Wall Street Journal, The Los Angeles Times, Commentary, Real Clear Politics and City Journal, among others. Simon has also been a Hoover Institute Media Fellow."
Fredric Hobbs,"Fredric Hobbs (December 30, 1931 - April 25, 2018) was an American artist and filmmaker. He pioneered the art form, ART ECO. His work has been showcased at museums and galleries internationally."
Joseph Brutsman,"Joseph Brutsman is an actor, director, producer and writer. He is currently the post producer of the reality series Guntucky (2013) and currently the Story Producer on the TLC reality series My 600-lb Life. Brutsman has also been a professional artist for 30 years."
Rob Cohen,"Rob L. Cohen (born March 12, 1949) is an American director, producer, and screenwriter of film and television. Beginning his career as an executive producer at 20th Century Fox, Cohen produced and developed numerous high-profile film and television programs, including The Wiz, The Witches of Eastwick, and Light of Day, before concentrating full-time on directing in the 1990s. His directorial credits include action films such as xXx and the first The Fast and the Furious, along with fantasy films like Dragonheart and The Mummy: Tomb of the Dragon Emperor."
Alex Nicol,"Alexander Livingston ""Alex"" Nicol Jr. (January 20, 1916 — July 29, 2001) was an American actor and film director. Nicol appeared in many Westerns including The Man from Laramie (1955). He appeared in more than forty feature films as well as directing many television shows including The Wild Wild West (1967), Tarzan (1966), and Daniel Boone (1966). He also played many roles on Broadway."
Buzz Kulik,"Seymour ""Buzz"" Kulik (July 23, 1922 – January 13, 1999) was an American film director and producer. He directed 72 films and television shows, including the landmark CBS television network anthology series Playhouse 90 and several episodes of The Twilight Zone."
Andy Cheng,"Cheng Kai-Chung, also known as Andy Cheng, is a Chinese actor, stuntman, choreographer, martial artist, and director. He was a prominent member of the Jackie Chan Stunt Team from the late 1990s to early 2000s until he broke out on his own and became a member of the Stunts Unlimited team. He has doubled for Chan on occasion when Chan suffered serious injuries, and Chan saved his life on the set of Rush Hour 2 when a boat stunt went awry. Cheng has been working steadily as both a director and stunt coordinator."
Michael Almereyda,"Michael Almereyda (born April 7, 1960) is an American film director, screenwriter, and film producer. His best known work is Hamlet (2000), starring Ethan Hawke."
Adrian Fulle,"Adrian Fulle (born April 25, 1972) is an American writer, director and producer. He is currently the Executive Producer of the Variety Content Studio. He graduated from Columbia College, Chicago with a BA in Film and Video and first worked for The Walt Disney Company before founding Poya Pictures. He has produced work for companies such as Amazon Studios, Warner Bros., Sony, Intel, Adobe, DTS and many others. Adrian is a large supporter of The Midnight Mission, Los Angeles' premiere charity dedicated to helping the homeless."
Enki Bilal,"Enki Bilal (born Enes Bilal; French: [bilal], Serbo-Croatian: [bilalovitɕ]; born 7 October 1951) is a French comic book creator, comics artist and film director."
Robert Bresson,"Robert Bresson (French: [ʁɔbɛʁ bʁɛsɔ̃]; 25 September 1901 – 18 December 1999) was a French film director. Known for his ascetic approach, Bresson contributed notably to the art of cinema; his non-professional actors, ellipses, and sparse use of scoring have led his works to be regarded as preeminent examples of minimalist film. Much of his work is known for being tragic in story and nature."
Matt Reeves,"Matt Reeves (born April 27, 1966) is an American film director, producer and screenwriter. He first gained recognition for the WB drama series Felicity (1998–2002). Reeves came to widespread attention for directing the hit monster film Cloverfield (2008), going on to helm the romantic horror film Let Me In (2010) and the critically acclaimed science fiction sequels Dawn of the Planet of the Apes (2014) and War for the Planet of the Apes (2017)."
Jean Loubignac,"Jean Alexandre Loubignac (23 November 1901 - 4 March 1991) was a French film director. A specialist of popular comedies, Jean Loubignac is well known for the film Ah! Les belles bacchantes which he directed in 1955, written and performed by Robert Dhéry and Francis Blanche."
Charles B. Pierce,"Charles Bryant Pierce (June 16, 1938 – March 5, 2010) was an American film director, screenwriter, producer, set decorator, cinematographer, and actor, and is considered one of the first modern independent filmmakers. Pierce directed thirteen films over the span of 26 years, but is best known for his cult hits The Legend of Boggy Creek (1973) and The Town That Dreaded Sundown (1976)."
Robert Parrish,"Robert R. Parrish (January 4, 1916 – December 4, 1995) was an American film director, editor, writer, and child actor. He received an Academy Award for Film Editing for his contribution to Body and Soul (1947)."
Alfred Shaughnessy,"Alfred James Shaughnessy (19 May 1916 – 2 November 2005), sometimes known as Freddy Shaughnessy, was an English scriptwriter, film director and producer best known for being the script editor of Upstairs, Downstairs."
Bob Giraldi,"Bob Giraldi (born January 17, 1939) is an American film and television director known for directing the film Dinner Rush and the music video for Michael Jackson's song ""Beat It"". Giraldi has been inducted into the Art Director’s Hall of Fame, one of the few film directors to be honored; and, in 2014, was the first director ever to be inducted to the Advertising Hall of Fame. His work has garnered several London International Awards, Cannes Advertising Awards, NY International Awards, Addy Awards, Chicago Film Festival Awards, and dozens of Clio Awards. He has been named one of the 101 Stars Behind 100 Years of Advertising."
István Szabó,"István Szabó (Hungarian: [ˈsɒboː ˈiʃtvaːn]; born 18 February 1938) is a Hungarian film director, screenwriter, and opera director."
Ted Post,"Ted Post (March 31, 1918 – August 20, 2013) was an American director of film and television. Highly prolific, Post directed numerous episodes of well-known television series including Rawhide, Gunsmoke, and The Twilight Zone as well as blockbuster films such as Beneath the Planet of the Apes and Magnum Force."
Walter Grauman,"Walter E. Grauman (March 17, 1922 – March 20, 2015) was an American director of stage shows, films and television shows."
Sam Irvin,"Sam Irvin (born June 14, 1956) is an American film and television director, producer, screenwriter, actor, author and film teacher."
Ketan Mehta,"Ketan Mehta (born 1952) is an Indian film director, who has also directed documentaries and television serials since 1975."
Tanit Jitnukul,"Tanit Jitnukul (Thai: ธนิตย์ จิตนุกูล, born in 1956 in Songkhla Province, Thailand) is a Thai film director, screenwriter and producer. Among his films is the 2000 historical battle epic, Bang Rajan. His nickname is ""Pued"" (ปืีด)."
Harry Booth,"Harry Booth (born in London, England), is a film director, film producer, screenwriter and editor. He began his film career in 1941."
Frank Lloyd,"Frank William George Lloyd (2 February 1886 – 10 August 1960) was a British-born American film director, actor, scriptwriter, and producer. He was among the founders of the Academy of Motion Picture Arts and Sciences, and was its president from 1934 to 1935."
Pete Riski,Pete Riski (* 9 January 1974 in Rovaniemi) is a Finnish director.
Paul Wendkos,"Abraham Paul Wendkos (September 20, 1925 – November 12, 2009) was an American television and film director."
Jan Sardi,"Jan Vittorio Sardi AO (born 1953) is an Australian screenwriter. In 1997, he was nominated for an Academy Award for Best Writing (Original Screenplay), for Shine. He wrote and directed the 2004 film Love's Brother. He adapted the novel by Nicholas Sparks for The Notebook (2004). Sardi also adapted Li Cunxin's memoir for the film Mao's Last Dancer (2009) and the mini-series The Secret River (co-written with Mac Gudgeon), based on the novel by Kate Grenville."
Kris Lefcoe,"Kris Lefcoe is a film director and writer based in New York City. Born in Montreal, Quebec, she graduated from the University of Toronto with a degree in philosophy, before attending Norman Jewison's Canadian Film Centre as a Director Resident.  Many of Lefcoe's films are dark comedies about contemporary culture."
Peter Yates,"Peter James Yates (24 July 1929 – 9 January 2011) was an English film director and producer. He was born in Aldershot, Hampshire."
Gerald Thomas,"Gerald Thomas (10 December 1920 – 9 November 1993) was an English film director, best known for the long-running Carry On series of bawdy British film comedies."
